closestWord,word2vec,key_word
investigatin',0.31838223338127136,stepdad
mimi,0.30386313796043396,bye
intact,0.3035837709903717,bye
n'sync,0.3025228977203369,bye
cubans,0.3005850911140442,bye
everynight,0.3001478314399719,bye
mister,0.29981571435928345,bye
milan,0.29981428384780884,bye
abandonedly,0.2967342734336853,bye
como,0.29587119817733765,bye
bien,0.2957230806350708,bye
microhard,0.49519240856170654,psychotic
'plex,0.3799936771392822,psychotic
cloth,0.3734893202781677,psychotic
'septic,0.3639190196990967,psychotic
socked,0.355735182762146,psychotic
darts,0.3527347445487976,psychotic
i'da,0.34166020154953003,psychotic
empezamo',0.33700549602508545,psychotic
novocaine-caine,0.3360256552696228,psychotic
oa,0.33569103479385376,psychotic
motel,0.32692858576774597,saw
unfamiliar,0.3228667974472046,saw
danced,0.32206636667251587,saw
robber,0.31395411491394043,saw
oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh,0.30991822481155396,saw
wed,0.3058927059173584,saw
stashin',0.30199292302131653,saw
across,0.30107152462005615,saw
manhattan,0.29654625058174133,saw
privilege,0.29610973596572876,saw
don't',0.4232865571975708,dwelling
phe-no-menal,0.4083020091056824,dwelling
eht,0.4009479284286499,dwelling
sthgil,0.3891445994377136,dwelling
impossible',0.38807159662246704,dwelling
diga,0.3809471130371094,dwelling
failing,0.3745359480381012,dwelling
masihlanganeni,0.37348413467407227,dwelling
whoa-whoa-ah,0.3691411018371582,dwelling
novocaine-caine,0.3690233528614044,dwelling
roses,0.45001477003097534,violets
coloring,0.4201914966106415,violets
huh-huh,0.41832712292671204,violets
activity,0.39501890540122986,violets
apathy,0.37935346364974976,violets
coroner,0.3766648769378662,violets
remplis,0.37538713216781616,violets
vente,0.373426616191864,violets
tika,0.37336206436157227,violets
mamita,0.3730860948562622,violets
dolphins,0.4929560422897339,coffins
roxys,0.41501733660697937,coffins
fifty-six,0.389983206987381,coffins
storch,0.3782165050506592,coffins
caddi',0.37052881717681885,coffins
bloop,0.35327136516571045,coffins
dicks,0.3417935371398926,coffins
mamita,0.339383602142334,coffins
g-wagon,0.3371574282646179,coffins
flags,0.3339526057243347,coffins
two-edged,0.3384106457233429,pointed
everynight,0.3330864906311035,pointed
spaces,0.3330199420452118,pointed
solar-olar,0.3288283348083496,pointed
doorway,0.3288046717643738,pointed
steadied,0.3257821798324585,pointed
leading,0.3219830095767975,pointed
awestruck,0.32101455330848694,pointed
subside,0.31736111640930176,pointed
flurry,0.3111598491668701,pointed
bathin',0.34433889389038086,machete
unmistakable,0.33000627160072327,machete
spire,0.3212583661079407,machete
hola,0.3130568861961365,machete
glo,0.30885857343673706,machete
grrah,0.307466983795166,machete
wo-oh-oe,0.30575141310691833,machete
boaw,0.2947690486907959,machete
bunghole,0.29218578338623047,machete
asians,0.2914971709251404,machete
blindfolded,0.3933197557926178,smashed
nig',0.39028358459472656,smashed
schemin',0.3383704423904419,smashed
funkmaster,0.3359379768371582,smashed
niece,0.33423542976379395,smashed
attempt,0.33353477716445923,smashed
aaooo,0.33017608523368835,smashed
balmains,0.3287811875343323,smashed
forty-eight,0.32841756939888,smashed
leaning',0.32800763845443726,smashed
blocked,0.3826523721218109,respond
timbo,0.3572472929954529,respond
persevere,0.3170726001262665,respond
immediately,0.31371068954467773,respond
situation:,0.3007460832595825,respond
repeatedly,0.29892003536224365,respond
confusion,0.2982442378997803,respond
boring,0.28978991508483887,respond
heartstrings,0.28767305612564087,respond
d-a-a-ark,0.28765010833740234,respond
como,0.3406197726726532,limbs
robbery,0.3297688961029053,limbs
centuries,0.3277498781681061,limbs
hollowing,0.321590781211853,limbs
coloring,0.32000941038131714,limbs
cooler,0.3182508945465088,limbs
confessed,0.30686476826667786,limbs
bein',0.30250677466392517,limbs
unmistakable,0.3021487593650818,limbs
sells,0.30180642008781433,limbs
killin,0.3187583386898041,fuckin
watchin,0.3094336986541748,fuckin
baseball,0.30329209566116333,fuckin
slaughter,0.2921631634235382,fuckin
hubba,0.29197457432746887,fuckin
laps,0.28847986459732056,fuckin
freestyler,0.2849688231945038,fuckin
ad-libs,0.28342917561531067,fuckin
noggin,0.2750128507614136,fuckin
rawkus,0.27187108993530273,fuckin
ì´ëë¡,0.4018184542655945,bitch
fuck,0.38884237408638,bitch
airbnb,0.38567978143692017,bitch
dick,0.37469780445098877,bitch
kat,0.3538055419921875,bitch
figer,0.35342299938201904,bitch
patty,0.35091885924339294,bitch
nigga,0.3498009145259857,bitch
medallion,0.340515673160553,bitch
igloo,0.3361546993255615,bitch
strategize,0.2994104027748108,source
mics,0.29433733224868774,source
avoiding,0.2837321162223816,source
demo,0.2835521399974823,source
booted,0.2816603183746338,source
resurrection,0.2761131525039673,source
jigsaw,0.27476611733436584,source
offend,0.27463722229003906,source
barking,0.2686466574668884,source
dealer,0.26681816577911377,source
c-r-u-i-s-e,0.35403427481651306,magazine
uh-oh,0.3415798544883728,magazine
owns,0.3381231129169464,magazine
homeboy,0.3125980496406555,magazine
realise,0.3094767928123474,magazine
attacked,0.2965517044067383,magazine
trusts,0.29414695501327515,magazine
cover,0.2915474772453308,magazine
rubbers,0.29031965136528015,magazine
captivating,0.28977063298225403,magazine
fuck-nigga,0.3951880931854248,fuck
ì´ëë¡,0.39088815450668335,fuck
bitch,0.3888424038887024,fuck
iffy,0.35366883873939514,fuck
voot,0.3404473066329956,fuck
ëë§ì³,0.3389317989349365,fuck
fuckin',0.3255186080932617,fuck
suck,0.32294538617134094,fuck
peasants,0.3185725510120392,fuck
persian,0.3132548928260803,fuck
chorus:,0.3138958811759949,motherfuckers
outsiders,0.30012840032577515,motherfuckers
expects,0.2937147915363312,motherfuckers
stepfather,0.28876346349716187,motherfuckers
letterman,0.28406256437301636,motherfuckers
gangsters,0.28132349252700806,motherfuckers
mosh,0.28017914295196533,motherfuckers
tee-ball,0.27390068769454956,motherfuckers
luther,0.2684170603752136,motherfuckers
robbers,0.26617398858070374,motherfuckers
sars,0.31023457646369934,mic
mics,0.30019623041152954,mic
illa,0.29001322388648987,mic
hype,0.2861952483654022,mic
trophy,0.2776709198951721,mic
libs,0.27563774585723877,mic
philip,0.2749829590320587,mic
singer-writer,0.27496111392974854,mic
personally,0.270914226770401,mic
poked,0.27000945806503296,mic
ch-ching,0.3153570294380188,put
boaw,0.30970531702041626,put
depart,0.30851054191589355,put
whaw,0.30340272188186646,put
snort,0.3027539849281311,put
bomb-bomb,0.29786962270736694,put
gloss,0.2875469923019409,put
o-o-on,0.2855941653251648,put
biscotti,0.27983617782592773,put
zag,0.2778589129447937,put
graa,0.3944702446460724,dignity
sou-ou-ou-oul,0.32653799653053284,dignity
poot,0.3116866946220398,dignity
yummy,0.3025456368923187,dignity
pirate,0.299343079328537,dignity
benzino,0.2989019751548767,dignity
e-e-ey,0.2973061501979828,dignity
heartstrings,0.29469549655914307,dignity
divorcee,0.29422056674957275,dignity
despair,0.2936822772026062,dignity
profane,0.3959805965423584,word
jocking,0.3941649794578552,word
arrival,0.3083533048629761,word
roams,0.2831089198589325,word
columbia,0.28262990713119507,word
monologue,0.2824467420578003,word
seduce,0.28084176778793335,word
maria,0.2805337607860565,word
snitching,0.28025341033935547,word
sermon,0.2794419527053833,word
lip-lip-lips,0.33268171548843384,sound
goodbye's,0.3271947503089905,sound
alarm,0.3261565566062927,sound
trumpets,0.3218955993652344,sound
fatigue,0.32185304164886475,sound
crowned,0.3048882484436035,sound
cowboys,0.28927141427993774,sound
surrounds,0.28471529483795166,sound
insulated,0.28084248304367065,sound
sa-a-ay,0.2775590419769287,sound
ensure,0.3555763363838196,occurred
girl's,0.35384461283683777,occurred
oa,0.35226431488990784,occurred
rue,0.3488501012325287,occurred
owen,0.3356421887874603,occurred
'oh,0.3353833556175232,occurred
hello,0.33012232184410095,occurred
spoiled,0.33001118898391724,occurred
leaders,0.32569169998168945,occurred
regime,0.32546326518058777,occurred
down-do-down,0.35556119680404663,counterfeit
wilder,0.3534356653690338,counterfeit
swaggin',0.34634390473365784,counterfeit
dahh-dum,0.3323094844818115,counterfeit
eeriness,0.3283531665802002,counterfeit
moneys,0.32809534668922424,counterfeit
you-you,0.32559847831726074,counterfeit
arguments,0.32454177737236023,counterfeit
diamonds-diamonds-diamonds-diamonds,0.32174795866012573,counterfeit
pirate,0.3216947615146637,counterfeit
woah},0.4837570786476135,carton
musta,0.4292270541191101,carton
larry,0.4287897050380707,carton
thirty-three,0.39857813715934753,carton
aumentando,0.387571781873703,carton
{woah,0.38375982642173767,carton
spoiled,0.3825252652168274,carton
seguir,0.372827410697937,carton
chota',0.36764538288116455,carton
vo'a,0.36673814058303833,carton
sponsor,0.38232535123825073,bonkers
stalkin',0.35136762261390686,bonkers
wonka,0.32903626561164856,bonkers
medallion,0.32788556814193726,bonkers
glowin',0.3272608518600464,bonkers
robbing,0.3109780550003052,bonkers
paranoia,0.30634644627571106,bonkers
deposits,0.3039569854736328,bonkers
down-do-down,0.30381250381469727,bonkers
bakery,0.3033409118652344,bonkers
sars,0.5360960364341736,covid
symptoms,0.4987652897834778,covid
separates,0.46244484186172485,covid
pneumonia,0.4582820534706116,covid
'septic,0.43746548891067505,covid
infected,0.4366410970687866,covid
chloraseptic,0.436037540435791,covid
'plex,0.43329620361328125,covid
jot,0.42450347542762756,covid
ta-dah-da,0.4199908375740051,covid
corona,0.643528938293457,sars
infected,0.6284467577934265,sars
aku,0.5970485210418701,sars
wai,0.5914457440376282,sars
märama,0.5898314714431763,sars
koe,0.589531660079956,sars
kohore,0.5890538096427917,sars
rä,0.5836794376373291,sars
taku,0.5834963321685791,sars
kaingäkau,0.5832435488700867,sars
thun-thun-thunder,0.39231204986572266,like
th-th-thunder,0.36267173290252686,like
thun-,0.3338230550289154,like
gentiles,0.32570526003837585,like
aquafina,0.31638020277023315,like
'motional,0.31501778960227966,like
grays,0.31465765833854675,like
unmistakable,0.31446802616119385,like
just-,0.3121010661125183,like
ping,0.309053897857666,like
sars,0.6435290575027466,corona
infected,0.3962099254131317,corona
mata,0.39310964941978455,corona
aku,0.392957866191864,corona
kia,0.3922988176345825,corona
kohore,0.39195895195007324,corona
lime,0.3895665407180786,corona
mejor,0.3809453845024109,corona
prru,0.38064754009246826,corona
hiwa,0.3766801953315735,corona
warriors,0.439242959022522,virus
attacks,0.3948621153831482,virus
brainless,0.38166290521621704,virus
sens,0.35661745071411133,virus
wantâ,0.350280225276947,virus
'merica,0.3497193455696106,virus
la-da,0.34826743602752686,virus
donne-moi,0.34563738107681274,virus
spilt,0.3413469195365906,virus
luminescent,0.3372798562049866,virus
sars,0.6284467577934265,infected
covid,0.4366410970687866,infected
writes,0.3968456983566284,infected
corona,0.3962098956108093,infected
missouri,0.39536380767822266,infected
genes,0.3922865092754364,infected
'plex,0.3848666250705719,infected
paralysis,0.3784155547618866,infected
märama,0.375995397567749,infected
rama,0.3735778331756592,infected
terrorist,0.40919002890586853,attacks
virus,0.3948621153831482,attacks
armour,0.33958420157432556,attacks
dine,0.32718345522880554,attacks
muhfuckin',0.3167160451412201,attacks
unmistakable,0.31550106406211853,attacks
survivor,0.31025430560112,attacks
hourglass,0.3100823760032654,attacks
artist,0.30913305282592773,attacks
spire,0.3078742027282715,attacks
sars,0.40730440616607666,bat
bats,0.3573177456855774,bat
felony,0.2942257821559906,bat
noâ,0.29086893796920776,bat
baseball,0.2906375527381897,bat
disgust,0.28607821464538574,bat
wembley,0.2835354804992676,bat
blammy,0.28002017736434937,bat
wireless,0.27683860063552856,bat
lightening,0.2761404514312744,bat
tkn,0.45584481954574585,gnat
tahh-dum,0.4541850686073303,gnat
mata,0.4541184902191162,gnat
ta-dah-da,0.4539077877998352,gnat
chota',0.45030635595321655,gnat
aumentando,0.44976097345352173,gnat
cuenta,0.4497568905353546,gnat
kohore,0.44952207803726196,gnat
ame',0.4476154148578644,gnat
aku,0.44415509700775146,gnat
covid,0.3713204264640808,bars
rebate,0.3143264055252075,bars
pennin',0.31412050127983093,bars
stumblin',0.29541128873825073,bars
bonds,0.27657759189605713,bars
car's,0.2733019292354584,bars
dussã©,0.27159589529037476,bars
grahh,0.27056533098220825,bars
xanax,0.2697110176086426,bars
hai-hai,0.2686130404472351,bars
ha-ah-ah,0.4021208882331848,ha
ha-ah,0.3837388753890991,ha
whoa-whoa-ah,0.3562483787536621,ha
b-boom,0.3557779788970947,ha
a-a-a-all,0.35446423292160034,ha
whoa-ah,0.35281628370285034,ha
'motional,0.3322680592536926,ha
carve,0.32992178201675415,ha
leggo,0.32587769627571106,ha
ha-ha-ha-ha,0.3241651654243469,ha
kaniff,0.6736787557601929,connecticut
ken,0.47149884700775146,connecticut
sou-ou-ou-oul,0.41941869258880615,connecticut
somos,0.41321343183517456,connecticut
a-,0.41097909212112427,connecticut
poot,0.4026234745979309,connecticut
niap,0.3977952003479004,connecticut
girlies,0.3790615200996399,connecticut
'nileef,0.3776632845401764,connecticut
quieres,0.3754306435585022,connecticut
connecticut,0.6736787557601929,kaniff
ken,0.5750095844268799,kaniff
pneumonia,0.44456660747528076,kaniff
chka-chka,0.41942232847213745,kaniff
poot,0.4040226936340332,kaniff
shoodoodoo,0.3961160480976105,kaniff
inuyasha,0.39070385694503784,kaniff
kiddies,0.3893246352672577,kaniff
chk-it,0.3857358694076538,kaniff
writes,0.3856409192085266,kaniff
kaniff,0.5750095844268799,ken
connecticut,0.47149884700775146,ken
w-w-wait,0.4170945882797241,ken
writes,0.3905658721923828,ken
chk-it,0.3754684329032898,ken
kiddies,0.3710964322090149,ken
snack,0.3645520806312561,ken
woah-oh-oh,0.361735463142395,ken
getter,0.3601576089859009,ken
shady's,0.35779279470443726,ken
frozed,0.3099994659423828,piece
numbers,0.30564218759536743,piece
ah-ah-ah-ah-ah,0.30000919103622437,piece
peacefully,0.29265856742858887,piece
puzzle,0.2877691984176636,piece
aged,0.27871182560920715,piece
methods,0.2763977646827698,piece
cones,0.27303656935691833,piece
ripe,0.2714792490005493,piece
clay,0.2702810764312744,piece
shoreline,0.4069843590259552,melt
trough,0.35055673122406006,melt
aloof,0.34652042388916016,melt
dent,0.34156256914138794,melt
kw,0.31039634346961975,melt
jinx,0.3018686771392822,melt
boy's,0.2965945601463318,melt
judah,0.29426705837249756,melt
aroused,0.2939507067203522,melt
ought,0.2904773950576782,melt
heats,0.3538087010383606,cock
grammar,0.3299937844276428,cock
writes,0.3059096336364746,cock
bm's,0.3007820248603821,cock
earlier,0.2957361936569214,cock
muthafucker,0.2938689887523651,cock
hitched,0.2938166856765747,cock
boaw,0.29380667209625244,cock
complex,0.2915382385253906,cock
ken,0.2891169786453247,cock
vo'a,0.41681963205337524,yo
seguir,0.39117589592933655,yo
estã¡s,0.3784061074256897,yo
estoy,0.37736135721206665,yo
capo',0.3735148310661316,yo
matando,0.3717937469482422,yo
tienes,0.36820128560066223,yo
aumentando,0.3627083897590637,yo
sola,0.360213965177536,yo
tã­,0.35449737310409546,yo
room,0.39670330286026,hotel
pa'l,0.3333885073661804,hotel
suite,0.31921249628067017,hotel
rooms,0.29938191175460815,hotel
vamos,0.28767669200897217,hotel
folks,0.26703986525535583,hotel
elephant,0.2669479250907898,hotel
trashin',0.26684650778770447,hotel
pierce,0.266824871301651,hotel
farce,0.2664383351802826,hotel
fat,0.4109550714492798,ass
urn,0.38147103786468506,ass
hee,0.32454830408096313,ass
dick,0.3154035806655884,ass
crypto,0.3142904043197632,ass
urkel,0.31283217668533325,ass
tappin',0.31097865104675293,ass
bladder,0.2936367392539978,ass
aston,0.29006531834602356,ass
kat,0.28737401962280273,ass
marshall,0.4612640142440796,mathers
matinee,0.3793250024318695,mathers
chka-chka,0.3482277989387512,mathers
standard,0.32951539754867554,mathers
eminem,0.31213057041168213,mathers
boaw,0.30924415588378906,mathers
longs,0.3059663772583008,mathers
tat,0.3049694895744324,mathers
accident-prone,0.3036680519580841,mathers
hasselblad,0.30279740691185,mathers
b-boom,0.4293052852153778,medic
voy,0.42560064792633057,medic
sandas,0.40678107738494873,medic
harã­a,0.3979005217552185,medic
tal,0.39603835344314575,medic
betty,0.3949272930622101,medic
sabe',0.392760694026947,medic
kohore,0.38484108448028564,medic
peleamo',0.3789617717266083,medic
singer-writer,0.37876468896865845,medic
spacely,0.37255391478538513,mr
ez,0.3358269929885864,mr
opus,0.3292308449745178,mr
principal,0.3028697371482849,mr
pneumonia,0.3028287887573242,mr
dro,0.29788243770599365,mr
cakes,0.28917527198791504,mr
scholar,0.2832927703857422,mr
suspects,0.280727744102478,mr
kaniff,0.2782840132713318,mr
everything'll,0.40878039598464966,okay
cãroc,0.35340791940689087,okay
bail,0.31749337911605835,okay
magic's,0.31449073553085327,okay
hola,0.3093215525150299,okay
should've-should've-should've,0.30425506830215454,okay
oowee,0.2947709560394287,okay
hai-hai,0.29027464985847473,okay
freeway,0.2885732054710388,okay
da-a-ay,0.2818516492843628,okay
uuh,0.5227423310279846,bp
bloop,0.4582005739212036,bp
donne-moi,0.4277362823486328,bp
oohh-woaahh,0.4246337413787842,bp
o-o-o-hh,0.41634857654571533,bp
wantâ,0.4059230089187622,bp
prru,0.4007764458656311,bp
ten-four,0.3985596299171448,bp
hoy,0.3959507644176483,bp
{mamacita,0.39514464139938354,bp
mum,0.35750147700309753,dad
carat,0.3266959488391876,dad
mom,0.3198878765106201,dad
stamps,0.2968476712703705,dad
baghdad,0.2904910445213318,dad
guardian,0.27848517894744873,dad
starving,0.2739047706127167,dad
fightin',0.2734149694442749,dad
grandson,0.2684483528137207,dad
behave,0.26561030745506287,dad
gleams,0.43927404284477234,husband
whey,0.3655088543891907,husband
crickets,0.339487224817276,husband
trusts,0.3185662031173706,husband
hotline,0.30836021900177,husband
swung,0.30581462383270264,husband
ahhh,0.3051164746284485,husband
bush,0.29132574796676636,husband
nada,0.28782325983047485,husband
meeeeee,0.2856600284576416,husband
